IDENTIF_SECT,IDENTIF_HOG,AREA_5000,AREA_2000,CIUDAD_AUTO,PROVINCIA,ZDP,REGION,CIUDAD,ZONA,SECTOR,VIVIENDA,HOGAR,PERIODO,GA01,GA02A,GA02B,GA03,FEXP,REGIONAL,FASE
010150001011,010150001011011,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,1,11,1,1,Noviembre 2013,1,Si, ,1,98.756593288199,Sur,Fase 1
010150001011,010150001011021,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,1,11,2,1,Noviembre 2013,2,Si, ,2,98.756593288199,Sur,Fase 1
010150001011,010150001011031,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,1,11,3,1,Noviembre 2013,1,Si, ,1,98.756593288199,Sur,Fase 1
010150001011,010150001011041,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,1,11,4,1,Noviembre 2013,1,Si, ,1,98.756593288199,Sur,Fase 1
010150001011,010150001011051,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,1,11,5,1,Noviembre 2013,2,Si, ,2,98.756593288199,Sur,Fase 1
010150001011,010150001011061,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,1,11,6,1,Noviembre 2013,2,Si, ,2,98.756593288199,Sur,Fase 1
010150001011,010150001011071,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,1,11,7,1,Noviembre 2013,1,Si, ,1,98.756593288199,Sur,Fase 1
010150001011,010150001011081,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,1,11,8,1,Noviembre 2013,2,Si, ,2,98.756593288199,Sur,Fase 1
010150001011,010150001011091,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,1,11,9,1,Noviembre 2013,1,Si, ,1,98.756593288199,Sur,Fase 1
010150001011,010150001011111,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,1,11,11,1,Noviembre 2013,2,Si, ,2,98.756593288199,Sur,Fase 1
010150001011,010150001011121,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,1,11,12,1,Noviembre 2013,1,Si, ,1,98.756593288199,Sur,Fase 1
010150002004,010150002004011,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,2,4,1,1,Noviembre 2013,2,Si, ,2,108.632252617019,Sur,Fase 1
010150002004,010150002004031,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,2,4,3,1,Noviembre 2013,2,Si, ,2,108.632252617019,Sur,Fase 1
010150002004,010150002004041,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,2,4,4,1,Noviembre 2013,2,Si, ,2,108.632252617019,Sur,Fase 1
010150002004,010150002004051,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,2,4,5,1,Noviembre 2013,1,Si, ,1,108.632252617019,Sur,Fase 1
010150002004,010150002004071,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,2,4,7,1,Noviembre 2013,1,Si, ,1,108.632252617019,Sur,Fase 1
010150002004,010150002004081,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,2,4,8,1,Noviembre 2013,1,Si, ,1,108.632252617019,Sur,Fase 1
010150002004,010150002004091,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,2,4,9,1,Noviembre 2013,1,Si, ,1,108.632252617019,Sur,Fase 1
010150002004,010150002004101,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,2,4,10,1,Noviembre 2013,5,Si, ,1,108.632252617019,Sur,Fase 1
010150002004,010150002004111,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,2,4,11,1,Noviembre 2013,1,Si, ,1,108.632252617019,Sur,Fase 1
010150002004,010150002004121,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,2,4,12,1,Noviembre 2013,1,Si, ,1,108.632252617019,Sur,Fase 1
010150004001,010150004001011,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,4,1,1,1,Noviembre 2013,1,Si, ,1,90.5268771808491,Sur,Fase 1
010150004001,010150004001021,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,4,1,2,1,Noviembre 2013,1,Si, ,1,90.5268771808491,Sur,Fase 1
010150004001,010150004001031,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,4,1,3,1,Noviembre 2013,2,Si, ,2,90.5268771808491,Sur,Fase 1
010150004001,010150004001041,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,4,1,4,1,Noviembre 2013,2,Si, ,2,90.5268771808491,Sur,Fase 1
010150004001,010150004001051,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,4,1,5,1,Noviembre 2013,2,Si, ,2,90.5268771808491,Sur,Fase 1
010150004001,010150004001061,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,4,1,6,1,Noviembre 2013,1,Si, ,1,90.5268771808491,Sur,Fase 1
010150004001,010150004001071,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,4,1,7,1,Noviembre 2013,2,Si, ,2,90.5268771808491,Sur,Fase 1
010150004001,010150004001081,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,4,1,8,1,Noviembre 2013,2,Si, ,2,90.5268771808491,Sur,Fase 1
010150004001,010150004001091,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,4,1,9,1,Noviembre 2013,2,Si, ,2,90.5268771808491,Sur,Fase 1
010150004001,010150004001101,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,4,1,10,1,Noviembre 2013,1,Si, ,1,90.5268771808491,Sur,Fase 1
010150004001,010150004001111,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,4,1,11,1,Noviembre 2013,1,Si, ,1,90.5268771808491,Sur,Fase 1
010150004001,010150004001121,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,4,1,12,1,Noviembre 2013,1,Si, ,1,90.5268771808491,Sur,Fase 1
010150004008,010150004008011,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,4,8,1,1,Noviembre 2013,2,Si, ,2,101.073868964894,Sur,Fase 1
010150004008,010150004008021,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,4,8,2,1,Noviembre 2013,2,Si, ,2,101.073868964894,Sur,Fase 1
010150004008,010150004008031,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,4,8,3,1,Noviembre 2013,1,Si, ,1,101.073868964894,Sur,Fase 1
010150004008,010150004008041,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,4,8,4,1,Noviembre 2013,2,Si, ,2,101.073868964894,Sur,Fase 1
010150004008,010150004008051,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,4,8,5,1,Noviembre 2013,2,Si, ,2,101.073868964894,Sur,Fase 1
010150004008,010150004008061,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,4,8,6,1,Noviembre 2013,1,Si, ,1,101.073868964894,Sur,Fase 1
010150004008,010150004008071,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,4,8,7,1,Noviembre 2013,1,Si, ,1,101.073868964894,Sur,Fase 1
010150004008,010150004008081,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,4,8,8,1,Noviembre 2013,1,Si, ,1,101.073868964894,Sur,Fase 1
010150004008,010150004008091,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,4,8,9,1,Noviembre 2013,1,Si, ,1,101.073868964894,Sur,Fase 1
010150004008,010150004008101,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,4,8,10,1,Noviembre 2013,2,Si, ,2,101.073868964894,Sur,Fase 1
010150004008,010150004008111,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,4,8,11,1,Noviembre 2013,1,Si, ,1,101.073868964894,Sur,Fase 1
010150004008,010150004008121,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,4,8,12,1,Noviembre 2013,1,Si, ,1,101.073868964894,Sur,Fase 1
010150006007,010150006007011,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,6,7,1,1,Diciembre 2013,2,Si, ,2,90.5268771808491,Sur,Fase 1
010150006007,010150006007021,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,6,7,2,1,Diciembre 2013,2,Si, ,2,90.5268771808491,Sur,Fase 1
010150006007,010150006007031,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,6,7,3,1,Diciembre 2013,2,Si, ,2,90.5268771808491,Sur,Fase 1
010150006007,010150006007041,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,6,7,4,1,Diciembre 2013,2,Si, ,2,90.5268771808491,Sur,Fase 1
010150006007,010150006007051,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,6,7,5,1,Diciembre 2013,2,Si, ,2,90.5268771808491,Sur,Fase 1
010150006007,010150006007061,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,6,7,6,1,Diciembre 2013,1,Si, ,1,90.5268771808491,Sur,Fase 1
010150006007,010150006007071,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,6,7,7,1,Diciembre 2013,2,Si, ,2,90.5268771808491,Sur,Fase 1
010150006007,010150006007081,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,6,7,8,1,Diciembre 2013,1,Si, ,1,90.5268771808491,Sur,Fase 1
010150006007,010150006007091,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,6,7,9,1,Diciembre 2013,2,Si, ,2,90.5268771808491,Sur,Fase 1
010150006007,010150006007101,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,6,7,10,1,Diciembre 2013,2,Si, ,2,90.5268771808491,Sur,Fase 1
010150006007,010150006007111,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,6,7,11,1,Diciembre 2013,2,Si, ,2,90.5268771808491,Sur,Fase 1
010150006007,010150006007121,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,6,7,12,1,Diciembre 2013,2,Si, ,2,90.5268771808491,Sur,Fase 1
010150007004,010150007004011,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,7,4,1,1,Noviembre 2013,2,Si, ,1,110.262402507158,Sur,Fase 1
010150007004,010150007004021,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,7,4,2,1,Noviembre 2013,1,Si, ,1,110.262402507158,Sur,Fase 1
010150007004,010150007004031,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,7,4,3,1,Noviembre 2013,2,Si, ,1,110.262402507158,Sur,Fase 1
010150007004,010150007004041,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,7,4,4,1,Noviembre 2013,1,Si, ,1,110.262402507158,Sur,Fase 1
010150007004,010150007004051,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,7,4,5,1,Noviembre 2013,2,Si, ,1,110.262402507158,Sur,Fase 1
010150007004,010150007004071,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,7,4,7,1,Noviembre 2013,1,Si, ,1,110.262402507158,Sur,Fase 1
010150007004,010150007004081,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,7,4,8,1,Noviembre 2013,2,Si, ,2,110.262402507158,Sur,Fase 1
010150007004,010150007004091,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,7,4,9,1,Noviembre 2013,1,Si, ,1,110.262402507158,Sur,Fase 1
010150007004,010150007004101,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,7,4,10,1,Noviembre 2013,2,Si, ,2,110.262402507158,Sur,Fase 1
010150007004,010150007004111,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,7,4,11,1,Noviembre 2013,1,Si, ,1,110.262402507158,Sur,Fase 1
010150007004,010150007004121,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,7,4,12,1,Noviembre 2013,2,Si, ,2,110.262402507158,Sur,Fase 1
010150007007,010150007007011,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,7,7,1,1,Mayo 2014,2,Si, ,2,148.228416126199,Sur,Fase 1
010150007007,010150007007021,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,7,7,2,1,Mayo 2014,1,Si, ,1,148.228416126199,Sur,Fase 1
010150007007,010150007007031,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,7,7,3,1,Mayo 2014,2,Si, ,2,148.228416126199,Sur,Fase 1
010150007007,010150007007041,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,7,7,4,1,Mayo 2014,2,Si, ,2,148.228416126199,Sur,Fase 1
010150007007,010150007007051,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,7,7,5,1,Mayo 2014,1,Si, ,1,148.228416126199,Sur,Fase 1
010150007007,010150007007071,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,7,7,7,1,Mayo 2014,1,Si, ,1,148.228416126199,Sur,Fase 1
010150007007,010150007007091,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,7,7,9,1,Mayo 2014,1,Si, ,2,148.228416126199,Sur,Fase 1
010150007007,010150007007121,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,7,7,12,1,Mayo 2014,1,Si, ,1,148.228416126199,Sur,Fase 1
010150008007,010150008007011,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,8,7,1,1,Noviembre 2013,2,Si, ,2,101.073868964894,Sur,Fase 1
010150008007,010150008007021,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,8,7,2,1,Noviembre 2013,1,Si, ,1,101.073868964894,Sur,Fase 1
010150008007,010150008007031,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,8,7,3,1,Noviembre 2013,2,Si, ,2,101.073868964894,Sur,Fase 1
010150008007,010150008007041,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,8,7,4,1,Noviembre 2013,2,Si, ,2,101.073868964894,Sur,Fase 1
010150008007,010150008007051,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,8,7,5,1,Noviembre 2013,2,Si, ,2,101.073868964894,Sur,Fase 1
010150008007,010150008007061,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,8,7,6,1,Noviembre 2013,4,Si, ,4,101.073868964894,Sur,Fase 1
010150008007,010150008007071,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,8,7,7,1,Noviembre 2013,2,Si, ,2,101.073868964894,Sur,Fase 1
010150008007,010150008007081,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,8,7,8,1,Noviembre 2013,1,Si, ,1,101.073868964894,Sur,Fase 1
010150008007,010150008007091,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,8,7,9,1,Noviembre 2013,1,Si, ,1,101.073868964894,Sur,Fase 1
010150008007,010150008007101,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,8,7,10,1,Noviembre 2013,1,Si, ,1,101.073868964894,Sur,Fase 1
010150008007,010150008007111,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,8,7,11,1,Noviembre 2013,1,Si, ,1,101.073868964894,Sur,Fase 1
010150008007,010150008007121,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,8,7,12,1,Noviembre 2013,2,Si, ,2,101.073868964894,Sur,Fase 1
010150009009,010150009009011,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,9,9,1,1,Diciembre 2013,1,Si, ,1,110.262402507158,Sur,Fase 1
010150009009,010150009009021,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,9,9,2,1,Diciembre 2013,2,Si, ,2,110.262402507158,Sur,Fase 1
010150009009,010150009009031,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,9,9,3,1,Diciembre 2013,2,Si, ,2,110.262402507158,Sur,Fase 1
010150009009,010150009009041,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,9,9,4,1,Diciembre 2013,1,Si, ,1,110.262402507158,Sur,Fase 1
010150009009,010150009009051,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,9,9,5,1,Diciembre 2013,1,Si, ,1,110.262402507158,Sur,Fase 1
010150009009,010150009009071,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,9,9,7,1,Diciembre 2013,1,Si, ,1,110.262402507158,Sur,Fase 1
010150009009,010150009009081,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,9,9,8,1,Diciembre 2013,1,Si, ,1,110.262402507158,Sur,Fase 1
010150009009,010150009009091,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,9,9,9,1,Diciembre 2013,1,Si, ,1,110.262402507158,Sur,Fase 1
010150009009,010150009009101,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,9,9,10,1,Diciembre 2013,2,Si, ,2,110.262402507158,Sur,Fase 1
010150009009,010150009009111,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,9,9,11,1,Diciembre 2013,1,Si, ,1,110.262402507158,Sur,Fase 1
010150009009,010150009009121,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,9,9,12,1,Diciembre 2013,1,Si, ,1,110.262402507158,Sur,Fase 1
010150010001,010150010001011,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,10,1,1,1,Diciembre 2013,1,Si, ,1,90.5268771808491,Sur,Fase 1
010150010001,010150010001021,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,10,1,2,1,Diciembre 2013,2,Si, ,2,90.5268771808491,Sur,Fase 1
010150010001,010150010001031,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,10,1,3,1,Diciembre 2013,1,Si, ,1,90.5268771808491,Sur,Fase 1
010150010001,010150010001041,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,10,1,4,1,Diciembre 2013,1,Si, ,1,90.5268771808491,Sur,Fase 1
010150010001,010150010001051,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,10,1,5,1,Diciembre 2013,1,Si, ,1,90.5268771808491,Sur,Fase 1
010150010001,010150010001061,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,10,1,6,1,Diciembre 2013,1,Si, ,1,90.5268771808491,Sur,Fase 1
010150010001,010150010001071,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,10,1,7,1,Diciembre 2013,2,No,1,1,90.5268771808491,Sur,Fase 1
010150010001,010150010001081,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,10,1,8,1,Diciembre 2013,2,No,1,2,90.5268771808491,Sur,Fase 1
010150010001,010150010001091,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,10,1,9,1,Diciembre 2013,2,Si, ,2,90.5268771808491,Sur,Fase 1
010150010001,010150010001101,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,10,1,10,1,Diciembre 2013,2,Si, ,2,90.5268771808491,Sur,Fase 1
010150010001,010150010001111,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,10,1,11,1,Diciembre 2013,2,Si, ,2,90.5268771808491,Sur,Fase 1
010150010001,010150010001121,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,10,1,12,1,Diciembre 2013,1,Si, ,1,90.5268771808491,Sur,Fase 1
010150011005,010150011005011,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,11,5,1,1,Diciembre 2013,1,Si, ,1,101.073868964894,Sur,Fase 1
010150011005,010150011005021,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,11,5,2,1,Diciembre 2013,2,Si, ,2,101.073868964894,Sur,Fase 1
010150011005,010150011005031,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,11,5,3,1,Diciembre 2013,1,Si, ,1,101.073868964894,Sur,Fase 1
010150011005,010150011005041,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,11,5,4,1,Diciembre 2013,2,Si, ,2,101.073868964894,Sur,Fase 1
010150011005,010150011005051,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,11,5,5,1,Diciembre 2013,1,Si, ,1,101.073868964894,Sur,Fase 1
010150011005,010150011005061,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,11,5,6,1,Diciembre 2013,2,Si, ,1,101.073868964894,Sur,Fase 1
010150011005,010150011005071,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,11,5,7,1,Diciembre 2013,1,Si, ,1,101.073868964894,Sur,Fase 1
010150011005,010150011005081,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,11,5,8,1,Diciembre 2013,1,Si, ,1,101.073868964894,Sur,Fase 1
010150011005,010150011005091,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,11,5,9,1,Diciembre 2013,1,Si, ,1,101.073868964894,Sur,Fase 1
010150011005,010150011005101,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,11,5,10,1,Diciembre 2013,1,Si, ,1,101.073868964894,Sur,Fase 1
010150011005,010150011005111,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,11,5,11,1,Diciembre 2013,2,Si, ,2,101.073868964894,Sur,Fase 1
010150011005,010150011005121,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,11,5,12,1,Diciembre 2013,1,Si, ,1,101.073868964894,Sur,Fase 1
010150012004,010150012004011,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,12,4,1,1,Diciembre 2013,1,Si, ,1,90.5268771808491,Sur,Fase 1
010150012004,010150012004021,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,12,4,2,1,Diciembre 2013,3,Si, ,3,90.5268771808491,Sur,Fase 1
010150012004,010150012004031,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,12,4,3,1,Diciembre 2013,2,Si, ,2,90.5268771808491,Sur,Fase 1
010150012004,010150012004041,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,12,4,4,1,Diciembre 2013,1,Si, ,1,90.5268771808491,Sur,Fase 1
010150012004,010150012004051,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,12,4,5,1,Diciembre 2013,2,Si, ,2,90.5268771808491,Sur,Fase 1
010150012004,010150012004061,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,12,4,6,1,Diciembre 2013,1,Si, ,1,90.5268771808491,Sur,Fase 1
010150012004,010150012004071,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,12,4,7,1,Diciembre 2013,2,Si, ,2,90.5268771808491,Sur,Fase 1
010150012004,010150012004081,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,12,4,8,1,Diciembre 2013,1,Si, ,1,90.5268771808491,Sur,Fase 1
010150012004,010150012004091,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,12,4,9,1,Diciembre 2013,2,Si, ,2,90.5268771808491,Sur,Fase 1
010150012004,010150012004101,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,12,4,10,1,Diciembre 2013,1,Si, ,1,90.5268771808491,Sur,Fase 1
010150012004,010150012004111,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,12,4,11,1,Diciembre 2013,1,Si, ,1,90.5268771808491,Sur,Fase 1
010150012004,010150012004121,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,12,4,12,1,Diciembre 2013,1,Si, ,1,90.5268771808491,Sur,Fase 1
010150013008,010150013008011,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,13,8,1,1,Diciembre 2013,2,Si, ,2,101.073868964894,Sur,Fase 1
010150013008,010150013008021,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,13,8,2,1,Diciembre 2013,2,Si, ,2,101.073868964894,Sur,Fase 1
010150013008,010150013008031,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,13,8,3,1,Diciembre 2013,1,Si, ,1,101.073868964894,Sur,Fase 1
010150013008,010150013008041,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,13,8,4,1,Diciembre 2013,3,Si, ,3,101.073868964894,Sur,Fase 1
010150013008,010150013008051,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,13,8,5,1,Diciembre 2013,1,Si, ,1,101.073868964894,Sur,Fase 1
010150013008,010150013008061,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,13,8,6,1,Diciembre 2013,2,Si, ,1,101.073868964894,Sur,Fase 1
010150013008,010150013008071,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,13,8,7,1,Diciembre 2013,1,Si, ,1,101.073868964894,Sur,Fase 1
010150013008,010150013008081,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,13,8,8,1,Diciembre 2013,2,Si, ,2,101.073868964894,Sur,Fase 1
010150013008,010150013008091,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,13,8,9,1,Diciembre 2013,1,Si, ,1,101.073868964894,Sur,Fase 1
010150013008,010150013008101,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,13,8,10,1,Diciembre 2013,2,Si, ,2,101.073868964894,Sur,Fase 1
010150013008,010150013008111,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,13,8,11,1,Diciembre 2013,1,Si, ,1,101.073868964894,Sur,Fase 1
010150013008,010150013008121,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,13,8,12,1,Diciembre 2013,2,Si, ,2,101.073868964894,Sur,Fase 1
010150013009,010150013009011,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,13,9,1,1,Enero 2014,1,Si, ,1,90.5268771808491,Sur,Fase 1
010150013009,010150013009021,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,13,9,2,1,Enero 2014,2,Si, ,2,90.5268771808491,Sur,Fase 1
010150013009,010150013009031,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,13,9,3,1,Enero 2014,1,Si, ,1,90.5268771808491,Sur,Fase 1
010150013009,010150013009041,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,13,9,4,1,Enero 2014,1,Si, ,1,90.5268771808491,Sur,Fase 1
010150013009,010150013009051,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,13,9,5,1,Enero 2014,1,Si, ,1,90.5268771808491,Sur,Fase 1
010150013009,010150013009061,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,13,9,6,1,Enero 2014,1,Si, ,1,90.5268771808491,Sur,Fase 1
010150013009,010150013009071,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,13,9,7,1,Enero 2014,2,Si, ,2,90.5268771808491,Sur,Fase 1
010150013009,010150013009081,Urbano,Urbano,Cuenca,Azuay,Zona 6,Sierra,10150,13,9,8,1,Enero 2014,1,Si, ,1,90.5268771808491,Sur,Fase 1
